filename,label,source,split,timestamp
fall_0012_20260620_172502_0250.jpg,fall,fall,train,2026-06-26T13:41:58.652073
fall_0034_20260620_172539_0272.jpg,fall,fall,train,2026-06-26T13:41:58.685117
fall_0011_20260620_172501_0249.jpg,fall,fall,train,2026-06-26T13:41:58.713583
fall_0033_20260620_172538_0271.jpg,fall,fall,train,2026-06-26T13:41:58.743400
fall_0035_20260620_172540_0273.jpg,fall,fall,train,2026-06-26T13:41:58.774267
fall_0030_20260620_172534_0268.jpg,fall,fall,train,2026-06-26T13:41:58.799840
fall_0013_20260620_172506_0251.jpg,fall,fall,train,2026-06-26T13:41:58.827264
fall_0006_20260620_172222_0221.jpg,fall,fall,train,2026-06-26T13:41:58.859362
fall_0026_20260620_172529_0264.jpg,fall,fall,train,2026-06-26T13:41:58.889822
fall_0031_20260620_172535_0269.jpg,fall,fall,train,2026-06-26T13:41:58.920295
fall_0028_20260620_172531_0266.png,fall,fall,train,2026-06-26T13:41:58.969613
fall_0005_20260620_172217_0218.jpg,fall,fall,train,2026-06-26T13:41:58.995188
fall_0010_20260620_172441_0246.jpg,fall,fall,train,2026-06-26T13:41:59.020251
fall_0020_20260620_172520_0258.jpg,fall,fall,train,2026-06-26T13:41:59.047149
fall_0004_20260620_172213_0216.jpg,fall,fall,train,2026-06-26T13:41:59.073401
fall_0025_20260620_172527_0263.jpg,fall,fall,train,2026-06-26T13:41:59.104035
fall_0021_20260620_172522_0259.jpg,fall,fall,train,2026-06-26T13:41:59.131260
fall_0023_20260620_172524_0261.jpg,fall,fall,train,2026-06-26T13:41:59.160570
fall_0017_20260620_172511_0255.jpg,fall,fall,train,2026-06-26T13:41:59.194730
fall_0038_20260620_172543_0276.jpg,fall,fall,train,2026-06-26T13:41:59.232132
fall_0032_20260620_172536_0270.jpg,fall,fall,train,2026-06-26T13:41:59.275827
fall_0027_20260620_172530_0265.jpg,fall,fall,train,2026-06-26T13:41:59.309422
fall_0001_20260620_172202_0210.jpg,fall,fall,train,2026-06-26T13:41:59.344124
fall_0037_20260620_172542_0275.jpg,fall,fall,train,2026-06-26T13:41:59.377151
fall_0014_20260620_172507_0252.jpg,fall,fall,train,2026-06-26T13:41:59.407795
fall_0019_20260620_172518_0257.jpg,fall,fall,train,2026-06-26T13:41:59.440866
fall_0003_20260620_172212_0215.jpg,fall,fall,valid,2026-06-26T13:41:59.473586
fall_0036_20260620_172541_0274.jpg,fall,fall,valid,2026-06-26T13:41:59.502024
fall_0029_20260620_172533_0267.jpg,fall,fall,valid,2026-06-26T13:41:59.533645
fall_0024_20260620_172526_0262.jpg,fall,fall,valid,2026-06-26T13:41:59.553318
fall_0022_20260620_172523_0260.jpg,fall,fall,valid,2026-06-26T13:41:59.579065
fall_0007_20260620_172223_0222.jpg,fall,fall,test,2026-06-26T13:41:59.604264
fall_0009_20260620_172341_0238.jpg,fall,fall,test,2026-06-26T13:41:59.637300
fall_0015_20260620_172508_0253.jpg,fall,fall,test,2026-06-26T13:41:59.668510
fall_0016_20260620_172510_0254.jpg,fall,fall,test,2026-06-26T13:41:59.702337
fall_0018_20260620_172517_0256.jpg,fall,fall,test,2026-06-26T13:41:59.730480
fall_0002_20260620_172207_0213.jpg,fall,fall,test,2026-06-26T13:41:59.759828
fall_0008_20260620_172225_0223.jpg,fall,fall,test,2026-06-26T13:41:59.787186
not_fall_0068_20260620_172136_0201.jpg,no_fall,no_fall,train,2026-06-26T13:41:59.824787
not_fall_0110_20260620_172552_0281.jpg,no_fall,no_fall,train,2026-06-26T13:41:59.857062
not_fall_0115_20260620_172618_0286.jpg,no_fall,no_fall,train,2026-06-26T13:41:59.884862
not_fall_0050_20260620_172102_0183.jpg,no_fall,no_fall,train,2026-06-26T13:41:59.914673
not_fall_0066_20260620_172127_0199.jpg,no_fall,no_fall,train,2026-06-26T13:41:59.942710
not_fall_0017_20260620_172024_0150.jpg,no_fall,no_fall,train,2026-06-26T13:41:59.971204
not_fall_0064_20260620_172125_0197.jpg,no_fall,no_fall,train,2026-06-26T13:41:59.993774
not_fall_0075_20260620_172157_0208.png,no_fall,no_fall,train,2026-06-26T13:42:00.041143
not_fall_0077_20260620_172204_0211.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.083794
not_fall_0062_20260620_172119_0195.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.112466
not_fall_0031_20260620_172040_0164.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.139645
not_fall_0073_20260620_172155_0206.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.167151
not_fall_0010_20260620_172017_0143.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.197651
not_fall_0092_20260620_172304_0233.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.230840
not_fall_0047_20260620_172059_0180.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.262850
not_fall_0089_20260620_172257_0230.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.294545
not_fall_0086_20260620_172240_0227.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.331117
not_fall_0090_20260620_172301_0231.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.361462
not_fall_0027_20260620_172035_0160.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.393112
not_fall_0038_20260620_172048_0171.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.423994
not_fall_0002_20260620_172003_0135.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.457618
not_fall_0033_20260620_172042_0166.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.483258
not_fall_0022_20260620_172029_0155.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.513698
not_fall_0008_20260620_172014_0141.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.543263
not_fall_0035_20260620_172044_0168.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.580635
not_fall_0060_20260620_172111_0193.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.613168
